번호,자재ID,자재명,대분류,중분류,단위,규격,가격,색상,재고,공급업체,지점,메모
1,MA000014,미니트리,조화,트리류,,,3000,기타,23,마티아,릴리맥NC이스트폴점,
2,MA900014,열매봉 10cm,조화,소재(그린),,,9000,,1,미지정,릴리맥NC이스트폴점,
3,MB100014,높은원형바구니 3사이즈 1116,바구니 / 화기,바구니,,,7150,기타,4,현대데코,릴리맥NC이스트폴점,
4,MB100024,바구니 배불데기,바구니 / 화기,바구니,,,3850,기타,15,헌인자재-헌인,릴리맥NC이스트폴점,
5,MB100034,바구니 왕골 비너스 소,바구니 / 화기,바구니,,,3850,기타,9,헌인자재-헌인,릴리맥NC이스트폴점,
6,MB100044,바구니 왕골 비너스 중,바구니 / 화기,바구니,,,4950,,16,헌인자재-헌인,릴리맥NC이스트폴점,
7,MB100054,햇바스켓 라벤더 - 대,바구니 / 화기,바구니,,,6050,퍼플,2,현대데코,릴리맥NC이스트폴점,
8,MB100064,햇바스켓 베이직 - 중,바구니 / 화기,바구니,,,4950,,2,미지정,릴리맥NC이스트폴점,
9,MB100074,햇바스켓 연블루 - 대,바구니 / 화기,바구니,,,6050,블루,3,현대데코,릴리맥NC이스트폴점,
10,MB100084,헷바스켓 라벤더 - 중,바구니 / 화기,바구니,,,4950,퍼플,3,미지정,릴리맥NC이스트폴점,
11,MB200014,003LW,바구니 / 화기,도자기,,,20000,,8,미지정,릴리맥NC이스트폴점,
12,MB200024,리엔소그림화기3사이즈,바구니 / 화기,도자기,,,23100,기타,2,현대데코,릴리맥NC이스트폴점,
13,MB200034,핑크화분,바구니 / 화기,도자기,,,5500,핑크,40,미지정,릴리맥NC이스트폴점,
14,MB200044,핸드페인팅 화기  1181(동양소),바구니 / 화기,도자기,,,12100,,2,미지정,릴리맥NC이스트폴점,
15,MB200054,핸드페인팅 화기  1191 민트,바구니 / 화기,도자기,,,18700,기타,2,현대데코,릴리맥NC이스트폴점,
16,MB200064,핸드페인팅 화기 003SW,바구니 / 화기,도자기,,,16000,,8,기타,릴리맥NC이스트폴점,
17,MB200074,핸드페인팅 화기 1191 옐로우,바구니 / 화기,도자기,,,18700,옐로우,1,미지정,릴리맥NC이스트폴점,
18,MB200084,핸드페인팅화기1176(천사타원형),바구니 / 화기,도자기,,,18700,기타,1,현대데코,릴리맥NC이스트폴점,
19,MB200094,핸드프린팅 화기 1174,바구니 / 화기,도자기,,,26400,기타,2,현대데코,릴리맥NC이스트폴점,
20,MB200104,화기 말레20 화기 3색 11*20*9.5,바구니 / 화기,도자기,,,0,,0,현대데코,릴리맥NC이스트폴점,
21,MB200114,화기 무광 블랙 신신 13*13,바구니 / 화기,도자기,,,0,,0,미지정,릴리맥NC이스트폴점,
22,MB200124,화기 블랙원통,바구니 / 화기,도자기,,,6500,,2,신신도자기-양재,릴리맥NC이스트폴점,
23,MB200134,화기 소 사각 골드 현대데코 10*10,바구니 / 화기,도자기,,,0,,0,미지정,릴리맥NC이스트폴점,
24,MB200144,화기 소 실버 현대데코 10*10,바구니 / 화기,도자기,,,0,,0,미지정,릴리맥NC이스트폴점,
25,MB200154,화기 소 원통 블랙 10*10,바구니 / 화기,도자기,,,0,,0,미지정,릴리맥NC이스트폴점,
26,MB200164,화기 소 원통 실버 10*10,바구니 / 화기,도자기,,,0,,0,미지정,릴리맥NC이스트폴점,
27,MB200174,화기 소 원통 화이트 10*10,바구니 / 화기,도자기,,,3000,,10,신신도자기-양재,릴리맥NC이스트폴점,
28,MB200184,화기 유광 블랙 신신 14*14,바구니 / 화기,도자기,,,0,,0,미지정,릴리맥NC이스트폴점,
29,MB200194,화기 핸드페인팅  1185 15.5*16*11,바구니 / 화기,도자기,,,0,,0,현대데코,릴리맥NC이스트폴점,
30,MB200204,화기 핸드페인팅  1955-1 꽃과새 연두 14*15*10,바구니 / 화기,도자기,,,0,,0,현대데코,릴리맥NC이스트폴점,
31,MB200214,화기 핸드페인팅  1955-2 꽃과나비 노랑 14*15*10,바구니 / 화기,도자기,,,0,,0,현대데코,릴리맥NC이스트폴점,
32,MB200224,화기 핸드페인팅 2082 꽃과새 원형 14*14*9.5,바구니 / 화기,도자기,,,0,,0,현대데코,릴리맥NC이스트폴점,
33,MB200234,화기 핸드페인팅 화기 ,바구니 / 화기,도자기,,,18700,기타,2,현대데코,릴리맥NC이스트폴점,
34,MB200244,화기 핸드페인팅1176 20*12*14.5,바구니 / 화기,도자기,,,18700,,2,현대데코,릴리맥NC이스트폴점,
35,MB200254,화기 핸드프린팅  1174-2,바구니 / 화기,도자기,,,26400,,2,현대데코,릴리맥NC이스트폴점,
36,MB200264,화기 핸드프린팅  2080 16*15,바구니 / 화기,도자기,,,19800,,2,현대데코,릴리맥NC이스트폴점,
37,MB200274,화기 핸드프린팅 2204 꽃과새 육각 22*18.5*11,바구니 / 화기,도자기,,,0,,0,현대데코,릴리맥NC이스트폴점,
38,MB200284,화기 핸드프린팅 5플랜터  13.5*12*9.5,바구니 / 화기,도자기,,,0,,0,현대데코,릴리맥NC이스트폴점,
39,MB200294,화기 핸드프린팅 6플랜터  15.5*8*11.3,바구니 / 화기,도자기,,,0,,0,현대데코,릴리맥NC이스트폴점,
40,MB200304,화기 핸드프린팅 8오벌폿  20*12*14,바구니 / 화기,도자기,,,0,,0,현대데코,릴리맥NC이스트폴점,
41,MB200314,화분  화이트 단지 미니- 하모 8*9,바구니 / 화기,도자기,,,0,,0,하모화분,릴리맥NC이스트폴점,
42,MB200324,화분 231009L 이레 25*14,바구니 / 화기,도자기,,,0,회색,0,이레데코,릴리맥NC이스트폴점,
43,MB200334,화분 231009M 이레 20.5*11,바구니 / 화기,도자기,,,0,회색,0,이레데코,릴리맥NC이스트폴점,
44,MB200344,화분 521,바구니 / 화기,도자기,,,4000,기타,20,하모화분,릴리맥NC이스트폴점,
45,MB200354,화분 524,바구니 / 화기,도자기,,,2500,,30,미지정,릴리맥NC이스트폴점,
46,MB200364,화분 골드라인 블랙 대,바구니 / 화기,도자기,,,5250,옐로우,10,미지정,릴리맥NC이스트폴점,
47,MB200374,화분 골드라인 블랙 중,바구니 / 화기,도자기,,,3150,옐로우,12,제이앤데코,릴리맥NC이스트폴점,
48,MB200384,화분 골드라인 화이트 중,바구니 / 화기,도자기,,,3000,흰색,60,제이앤데코,릴리맥NC이스트폴점,
49,MB200394,화분 골드라인화분 화이트 대,바구니 / 화기,도자기,,,5000,흰색,34,미지정,릴리맥NC이스트폴점,
50,MB200404,화분 그레이 스트라이프 12*15,바구니 / 화기,도자기,,,0,회색,0,미지정,릴리맥NC이스트폴점,
51,MB200414,화분 그레이 스트라이프 14*17,바구니 / 화기,도자기,,,0,회색,0,미지정,릴리맥NC이스트폴점,
52,MB200424,화분 다각화기 하나데코 16*18,바구니 / 화기,도자기,,,0,,0,하모화분,릴리맥NC이스트폴점,
53,MB200434,화분 보트 중 이레,바구니 / 화기,도자기,,,0,화이트,0,이레데코,릴리맥NC이스트폴점,
54,MB200444,화분 블랙 골드라인 대 중앙,바구니 / 화기,도자기,,,0,블랙,0,중앙화분,릴리맥NC이스트폴점,
55,MB200454,화분 블랙 골드라인 소 중앙,바구니 / 화기,도자기,,,0,블랙,0,중앙화분,릴리맥NC이스트폴점,
56,MB200464,화분 블랙 골드라인 중 중앙,바구니 / 화기,도자기,,,0,블랙,0,중앙화분,릴리맥NC이스트폴점,
57,MB200474,화분 비정형 다각 블랙 소 이레,바구니 / 화기,도자기,,,0,블랙,0,이레데코,릴리맥NC이스트폴점,
58,MB200484,화분 비정형 다각 화이트 소 이레,바구니 / 화기,도자기,,,0,화이트,0,이레데코,릴리맥NC이스트폴점,
59,MB200494,화분 비정형 둥근사각 소 이레 21*16*9,바구니 / 화기,도자기,,,0,,0,이레데코,릴리맥NC이스트폴점,
60,MB200504,화분 비정형 둥근사각 소 이레 26*20*16,바구니 / 화기,도자기,,,0,,0,이레데코,릴리맥NC이스트폴점,
61,MB200514,화분 비정형 라운드 낮은화기 화이트 대 이레,바구니 / 화기,도자기,,,0,화이트,0,이레데코,릴리맥NC이스트폴점,
62,MB200524,화분 비정형 라운드 낮은화기 화이트 중 이레,바구니 / 화기,도자기,,,0,화이트,0,이레데코,릴리맥NC이스트폴점,
63,MB200534,화분 소 스트라이프,바구니 / 화기,도자기,,,4000,,20,하모화분,릴리맥NC이스트폴점,
64,MB200544,화분 안스리움 핑크 하모 15*12,바구니 / 화기,도자기,,,0,핑크,0,하모화분,릴리맥NC이스트폴점,
65,MB200554,화분 유로스톤 03,바구니 / 화기,도자기,,,9900,기타,6,유선농원,릴리맥NC이스트폴점,
66,MB200564,화분 유로스톤 07,바구니 / 화기,도자기,,,19800,,2,미지정,릴리맥NC이스트폴점,
67,MB200574,화분 유로스톤 밥그릇 19*20,바구니 / 화기,도자기,,,9900,,5,유선농원-헌인,릴리맥NC이스트폴점,
68,MB200584,화분 유로스톤 원형 대 30*26*22,바구니 / 화기,도자기,,,0,,0,미지정,릴리맥NC이스트폴점,
69,MB200594,화분 유로스톤 원형 중 26*20*17,바구니 / 화기,도자기,,,0,,0,미지정,릴리맥NC이스트폴점,
70,MB200604,화분 유로스톤 회색 스트라이프 20^20,바구니 / 화기,도자기,,,0,,0,미지정,릴리맥NC이스트폴점,
71,MB200614,화분 중 스트라이프 라운드 유선,바구니 / 화기,도자기,,,0,,0,중앙화분,릴리맥NC이스트폴점,
72,MB200624,화분 테라조 사각 소 중앙,바구니 / 화기,도자기,,,0,회색,0,중앙화분,릴리맥NC이스트폴점,
73,MB200634,화분 테라조 사각 중 중앙,바구니 / 화기,도자기,,,0,회색,0,중앙화분,릴리맥NC이스트폴점,
74,MB200644,화분 테라조 중앙 20*20,바구니 / 화기,도자기,,,0,,0,중앙화분,릴리맥NC이스트폴점,
75,MB200654,화분 핑크 단지 미니- 하모 8*9,바구니 / 화기,도자기,,,0,,0,하모화분,릴리맥NC이스트폴점,
76,MB200664,화분 핑크 스트라이프 11*11,바구니 / 화기,도자기,,,0,핑크,0,미지정,릴리맥NC이스트폴점,
77,MB200674,화분 핑크 스트라이프 15*15,바구니 / 화기,도자기,,,0,핑크,0,미지정,릴리맥NC이스트폴점,
78,MB200684,화분 호박분 대 이레,바구니 / 화기,도자기,,,0,회색,0,이레데코,릴리맥NC이스트폴점,
79,MB200694,화분 호박분 소 이레,바구니 / 화기,도자기,,,0,회색,0,이레데코,릴리맥NC이스트폴점,
80,MB200704,화분 호박분 중 이레,바구니 / 화기,도자기,,,0,회색,0,이레데코,릴리맥NC이스트폴점,
81,MB200714,화분 화이트 골드라인 대 중앙,바구니 / 화기,도자기,,,0,화이트,0,중앙화분,릴리맥NC이스트폴점,
82,MB200724,화분 화이트 골드라인 소 중앙,바구니 / 화기,도자기,,,0,화이트,0,중앙화분,릴리맥NC이스트폴점,
83,MB200734,화분 화이트 골드라인 중 중앙,바구니 / 화기,도자기,,,0,화이트,0,중앙화분,릴리맥NC이스트폴점,
84,MB200744,화분 화이트 스트라이프 11*11,바구니 / 화기,도자기,,,55000,화이트,1,하모화분-헌인,릴리맥NC이스트폴점,
85,MB200754,화분 화이트 스트라이프 12*13,바구니 / 화기,도자기,,,0,화이트,0,미지정,릴리맥NC이스트폴점,
86,MB200764,화분 화이트 스트라이프 12*15,바구니 / 화기,도자기,,,4400,화이트,20,하모화분-헌인,릴리맥NC이스트폴점,
87,MB200774,화분 화이트 스트라이프 14*17,바구니 / 화기,도자기,,,0,화이트,0,미지정,릴리맥NC이스트폴점,
88,MB200784,화분 화이트 스트라이프 14*17,바구니 / 화기,도자기,,,0,화이트,0,미지정,릴리맥NC이스트폴점,
89,MB200794,화분 화이트 스트라이프 15*15,바구니 / 화기,도자기,,,0,화이트,0,미지정,릴리맥NC이스트폴점,
90,MB200804,화분 화이트 스트라이프 대 20*26.5,바구니 / 화기,도자기,,,0,화이트,0,미지정,릴리맥NC이스트폴점,
91,MB300014,화병 13*6*13(H),바구니 / 화기,유리,,,0,,0,미지정,릴리맥NC이스트폴점,
92,MB300024,화병 194 우진유리 옐로우 10*19,바구니 / 화기,유리,,,0,,0,미지정,릴리맥NC이스트폴점,
93,MB300034,화병 194 우진유리 오팔 10*19,바구니 / 화기,유리,,,0,,0,미지정,릴리맥NC이스트폴점,
94,MB300044,화병 194 우진유리 핑크 10*19,바구니 / 화기,유리,,,0,,0,미지정,릴리맥NC이스트폴점,
95,MB300054,화병 194 우진유리 화이트 10*19,바구니 / 화기,유리,,,0,,0,미지정,릴리맥NC이스트폴점,
96,MB300064,화병 고블렛와인잔 이케아,바구니 / 화기,유리,,,2900,기타,50,이케아,릴리맥NC이스트폴점,
97,MB300074,화병 베레크나 이케아 14,바구니 / 화기,유리,,,2900,,0,이케아,릴리맥NC이스트폴점,
98,MB300084,화병 스트라이프 7.5*15.5*9,바구니 / 화기,유리,,,0,,0,미지정,릴리맥NC이스트폴점,
99,MB300094,화병 원통 유리실린더10*30,바구니 / 화기,유리,,,4000,기타,4,헌인자재,릴리맥NC이스트폴점,
100,MB300104,화병 카라프 이케아,바구니 / 화기,유리,,,2500,,0,이케아,릴리맥NC이스트폴점,
101,MB300114,화병 티드바텐 이케아 14,바구니 / 화기,유리,,,2900,,0,이케아,릴리맥NC이스트폴점,
102,MB300124,화병 포드라그 이케아,바구니 / 화기,유리,,,3000,,0,이케아,릴리맥NC이스트폴점,
103,MB300134,화병 H원 10x10,바구니 / 화기,유리,,,3000,,10,미지정,릴리맥NC이스트폴점,
104,MB400014,테라조화분,바구니 / 화기,테라조,,,12000,기타,59,제이앤데코,릴리맥NC이스트폴점,
105,MF000014,장미 오렌지트렌드서터 SP,생화,기타,,,14000,오렌지,1,월드플로라,릴리맥NC이스트폴점,
106,MF000024,히야신스 폰던트 연핑크,생화,기타,,,13440,핑크,1,미지정,릴리맥NC이스트폴점,
107,MF000074,미니장미 피칸토 SP,생화,장미류,,1단,10000,오렌지,2,공주플라워,릴리맥NC이스트폴점,
108,MF000084,미니장미 핑크 SP,생화,장미류,,1단,9000,핑크,1,일산플라워-양재,릴리맥NC이스트폴점,
109,MF000094,미니장미 연핑크 SP,생화,장미류,,1단,9000,핑크,1,일산플라워-양재,릴리맥NC이스트폴점,
110,MF000104,미니장미 산피나 SP,생화,장미류,,1단,14000,기타,1,일산플라워-양재,릴리맥NC이스트폴점,
111,MF000144,수선화 요한스트라우스,생화,기타,,,11520,,1,월드플로라,릴리맥NC이스트폴점,
112,MF000154,리시안서스 로지타 화이트,생화,기타,,,15264,,1,월드플로라,릴리맥NC이스트폴점,
113,MF000164,미니 델피늄 스카이블루,생화,필러플라워,,,10000,,3,꽃동산-양재,릴리맥NC이스트폴점,
114,MF000284,캄파눌라 화이트,생화,기타,,,8000,,1,꽃동산-양재,릴리맥NC이스트폴점,
115,MF000314,튤립 오렌지,생화,기타,,,10000,,1,꽃동산-양재,릴리맥NC이스트폴점,
116,MF000324,비스윗 장미,생화,기타,,,15000,,1,꽃동산-양재,릴리맥NC이스트폴점,
117,MF000334,작약 엔젤칙스,생화,기타,,,12000,,2,월드플로라,릴리맥NC이스트폴점,
118,MF000344,작약 레드,생화,폼플라워,,,5000,,4,매일농원-양재,릴리맥NC이스트폴점,
119,MF000474,리시안서스 로베라 핑크,생화,기타,,,19200,,1,월드플로라,릴리맥NC이스트폴점,
120,MF100014,미니장미 - 머메이드 SP,생화,장미류,,,15800,기타,1,월드플로라,릴리맥NC이스트폴점,
121,MF100024,미니장미 - 미코토 크림 SP,생화,장미류,,,18800,흰색,2,월드플로라,릴리맥NC이스트폴점,
122,MF100034,미니장미 수입 블랙뷰티 SP중국,생화,장미류,,,16500,블랙,1,월드플로라,릴리맥NC이스트폴점,
123,MF100044,미니장미 - 시크릿러브 SP,생화,장미류,,,15800,기타,1,월드플로라,릴리맥NC이스트폴점,
124,MF100054,미니장미 - 실바써니,생화,장미류,,,7000,기타,1,꽃동산,릴리맥NC이스트폴점,
125,MF100064,미니장미 - 알레그레아 SP 상,생화,장미류,,,13000,기타,1,월드플로라,릴리맥NC이스트폴점,
126,MF100074,미니장미 - 에그타르트 SP,생화,장미류,,,20000,기타,1,월드플로라,릴리맥NC이스트폴점,
127,MF100084,미니장미 - 웨딩인바이트 SP,생화,장미류,,,22000,기타,1,월드플로라,릴리맥NC이스트폴점,
128,MF100094,미니장미 - 율두스 SP,생화,장미류,,,23500,,1,미지정,릴리맥NC이스트폴점,
129,MF100104,미니장미 수입 프린세스 블러셔sp,생화,장미류,,,18500,,1,월드플로라,릴리맥NC이스트폴점,
130,MF100114,미니장미 - 피치팡팡 SP 상,생화,장미류,,,15800,핑크,1,월드플로라,릴리맥NC이스트폴점,
131,MF100124,미니장미 수입 가넷잼 sp,생화,장미류,,,24000,,1,미지정,릴리맥NC이스트폴점,
132,MF100134,미니장미 굿무드 sp,생화,장미류,,,12960,,3,월드플로라,릴리맥NC이스트폴점,
133,MF100144,미니장미 기젤라 SP,생화,장미류,,,9000,,1,미지정,릴리맥NC이스트폴점,
134,MF100154,미니장미 나르샤 SP,생화,장미류,,,21600,기타,1,월드플로라,릴리맥NC이스트폴점,
135,MF100164,미니장미 러브 SP (중국),생화,장미류,,,18800,기타,1,월드플로라,릴리맥NC이스트폴점,
136,MF100174,미니장미 럭키플로우sp,생화,장미류,,,19200,,1,미지정,릴리맥NC이스트폴점,
137,MF100184,미니장미 레드 SP,생화,장미류,,,8000,레드,1,미지정,릴리맥NC이스트폴점,
138,MF100194,미니장미 마이네리브 SP,생화,장미류,,,18000,,2,미지정,릴리맥NC이스트폴점,
139,MF100204,미니장미 마이네리브 SP (국산),생화,장미류,,,18000,기타,2,월드플로라,릴리맥NC이스트폴점,
140,MF100214,미니장미 바이올렛 레이디 sp (국산),생화,장미류,,,14000,퍼플,1,월드플로라,릴리맥NC이스트폴점,
141,MF100224,미니장미 반드레오sp,생화,장미류,,,23800,,3,미지정,릴리맥NC이스트폴점,
142,MF100234,미니장미 본본 SP (에콰도르),생화,장미류,,,22500,기타,1,월드플로라,릴리맥NC이스트폴점,
143,MF100244,미니장미 수입 블랙뷰티 SP중국,생화,장미류,,,16500,블랙,1,월드플로라,릴리맥NC이스트폴점,
144,MF100254,미니장미 블루밍sp,생화,장미류,,,18500,블루,1,월드플로라,릴리맥NC이스트폴점,
145,MF100264,미니장미 비포선셋 sp,생화,장미류,,,18500,,1,미지정,릴리맥NC이스트폴점,
146,MF100274,미니장미 빌랑드리 SP,생화,장미류,,,18900,,2,미지정,릴리맥NC이스트폴점,
147,MF100284,미니장미 선글로우,생화,장미류,,,15000,기타,1,강남(중매1659),릴리맥NC이스트폴점,
148,MF100294,미니장미 쉬라즈 SP,생화,장미류,,,25000,기타,1,월드플로라,릴리맥NC이스트폴점,
149,MF100304,미니장미 스노우블라썸 SP,생화,장미류,,,35000,흰색,1,미지정,릴리맥NC이스트폴점,
150,MF100314,미니장미 스윗스타 SP,생화,장미류,,,16500,,1,미지정,릴리맥NC이스트폴점,
151,MF100324,미니장미 스윗핑크 SP,생화,장미류,,,12480,핑크,7,월드플로라,릴리맥NC이스트폴점,
152,MF100334,미니장미 수입 스카이풀스타연핑크sp중국,생화,장미류,,,23800,핑크,1,미지정,릴리맥NC이스트폴점,
153,MF100344,미니장미 스텔링센세이션 sp,생화,장미류,,,13000,,1,미지정,릴리맥NC이스트폴점,
154,MF100354,미니장미 실바써니sp,생화,장미류,,,12480,,3,월드플로라,릴리맥NC이스트폴점,
155,MF100364,미니장미 썬플로우 sp,생화,장미류,,,15000,,1,미지정,릴리맥NC이스트폴점,
156,MF100374,미니장미 썸머파티 SP,생화,장미류,,,16000,,1,미지정,릴리맥NC이스트폴점,
157,MF100384,미니장미 씨씨미카도sp,생화,장미류,,,15000,,4,미지정,릴리맥NC이스트폴점,
158,MF100394,미니장미 수입 아모니루sp,생화,장미류,,,16500,,1,미지정,릴리맥NC이스트폴점,
159,MF100404,미니장미 아모르젠피지 SP,생화,장미류,,,19200,,1,미지정,릴리맥NC이스트폴점,
160,MF100414,미니장미 수입 아프리콧 테라자sp중국,생화,장미류,,,15840,,1,미지정,릴리맥NC이스트폴점,
161,MF100424,미니장미 어텀파티 SP,생화,장미류,,,18000,,1,미지정,릴리맥NC이스트폴점,
162,MF100434,미니장미 에그타르트sp,생화,장미류,,,13000,,1,미지정,릴리맥NC이스트폴점,
163,MF100444,미니장미 수입 올드로즈판타지 딸기 sp (중국),생화,장미류,,,15800,기타,1,월드플로라,릴리맥NC이스트폴점,
164,MF100454,미니장미 수입 올드로즈판타지 딸기 sp (중국),생화,장미류,,,15800,기타,1,월드플로라,릴리맥NC이스트폴점,
165,MF100464,미니장미 왈츠 SP,생화,장미류,,,18800,,1,미지정,릴리맥NC이스트폴점,
166,MF100474,미니장미 요요 sp,생화,장미류,,,7000,,2,미지정,릴리맥NC이스트폴점,
167,MF100484,미니장미 웨딩드레스 sp,생화,장미류,,,18048,,1,미지정,릴리맥NC이스트폴점,
168,MF100494,미니장미 웨딩인바이트 SP,생화,장미류,,,17000,기타,2,꽃동산-양재,릴리맥NC이스트폴점,
169,MF100504,미니장미 윙크알루어 sp,생화,장미류,,,19200,,1,미지정,릴리맥NC이스트폴점,
170,MF100514,미니장미 율두스 SP,생화,장미류,,,11040,옐로우,2,월드플로라,릴리맥NC이스트폴점,
171,MF100524,미니장미 퍼플스커트 SP (중국) (월플),생화,장미류,,,16500,퍼플,1,미지정,릴리맥NC이스트폴점,
172,MF100534,미니장미 페어리키스sp,생화,장미류,,,18500,,1,미지정,릴리맥NC이스트폴점,
173,MF100544,미니장미 수입 피치테라자 SP,생화,장미류,,,16500,핑크,1,월드플로라,릴리맥NC이스트폴점,
174,MF100554,미니장미 피치팡팡 SP,생화,장미류,,,20000,핑크,1,월드플로라,릴리맥NC이스트폴점,
175,MF100564,미니장미 햇살 sp,생화,장미류,,,22600,기타,1,꽃도매119,릴리맥NC이스트폴점,
176,MF100574,미니장미 수입 화이트버블sp중국,생화,장미류,,,17760,흰색,3,월드플로라,릴리맥NC이스트폴점,
177,MF100584,미니장미- 유키히메 SP,생화,장미류,,,20000,,1,미지정,릴리맥NC이스트폴점,
178,MF100594,미니장미-팔레그리아,생화,장미류,,,15000,기타,2,다원화뭔160호,릴리맥NC이스트폴점,
179,MF100604,자나장미,생화,장미류,,,20000,기타,1,일산플라워,릴리맥NC이스트폴점,
180,MF100614,장미  마르시아,생화,장미류,,,9000,,1,미지정,릴리맥NC이스트폴점,
181,MF100624,장미  쥬밀리아,생화,장미류,,,12000,기타,3,꽃동산-양재,릴리맥NC이스트폴점,
182,MF100634,장미  코랄,생화,장미류,,,14000,기타,1,일산플라워,릴리맥NC이스트폴점,
183,MF100644,장미 - 까르페디엠,생화,장미류,,,18500,기타,1,월드플로라,릴리맥NC이스트폴점,
184,MF100654,장미 - 나오미 레드,생화,장미류,,,11500,레드,1,미지정,릴리맥NC이스트폴점,
185,MF100664,장미 - 루비레드,생화,장미류,,,18000,레드,1,월드플로라,릴리맥NC이스트폴점,
186,MF100674,장미 - 리바이벌,생화,장미류,,,12500,,1,미지정,릴리맥NC이스트폴점,
187,MF100684,장미 수입 - 몬디알 화이트,생화,장미류,,,15840,기타,3,월드플로라,릴리맥NC이스트폴점,
188,MF100694,장미 - 슈가돌,생화,장미류,,,16000,기타,1,월드플로라,릴리맥NC이스트폴점,
189,MF100704,장미 - 스타플래티넘,생화,장미류,,,15000,기타,3,월드플로라,릴리맥NC이스트폴점,
190,MF100714,장미 - 스프링레이디 상,생화,장미류,,,17500,,1,미지정,릴리맥NC이스트폴점,
191,MF100724,장미 - 아발란체 화이트,생화,장미류,,,14000,흰색,1,월드플로라,릴리맥NC이스트폴점,
192,MF100734,장미 - 오렌지크러쉬,생화,장미류,,,15500,오렌지,2,월드플로라,릴리맥NC이스트폴점,
193,MF100744,장미 - 올포러브,생화,장미류,,,10000,기타,3,월드플로라,릴리맥NC이스트폴점,
194,MF100754,장미 - 줄리엣,생화,장미류,,,14000,기타,1,월드플로라,릴리맥NC이스트폴점,
195,MF100764,장미 - 카바레,생화,장미류,,,15000,기타,1,월드플로라,릴리맥NC이스트폴점,
196,MF100774,장미 - 캐리,생화,장미류,,,15500,기타,1,월드플로라,릴리맥NC이스트폴점,
197,MF100784,장미 - 코랄리프,생화,장미류,,,15264,,7,월드플로라,릴리맥NC이스트폴점,
198,MF100794,장미 - 티나,생화,장미류,,,11500,,1,미지정,릴리맥NC이스트폴점,
199,MF100804,장미 - 티파니,생화,장미류,,,14000,,1,미지정,릴리맥NC이스트폴점,
200,MF100814,장미 - 헤라,생화,장미류,,,7000,기타,2,희플라워,릴리맥NC이스트폴점,
201,MF100824,장미 고빈다 (콜롬비아),생화,장미류,,,16500,기타,1,월드폴로라,릴리맥NC이스트폴점,
202,MF100834,장미 골드트렌디세터,생화,장미류,,,14000,옐로우,1,월드플로라,릴리맥NC이스트폴점,
203,MF100844,장미 골든킹,생화,장미류,,,30000,,1,미지정,릴리맥NC이스트폴점,
204,MF100854,장미 골든트랜드세터,생화,장미류,,,13000,기타,4,일산플라워,릴리맥NC이스트폴점,
205,MF100864,장미 굿무드외대,생화,장미류,,,14400,,1,미지정,릴리맥NC이스트폴점,
206,MF100874,장미 그레이스켈리,생화,장미류,,,5250,,2,미지정,릴리맥NC이스트폴점,
207,MF100884,장미 나이팅게일,생화,장미류,,,8900,,1,미지정,릴리맥NC이스트폴점,
208,MF100894,장미 노비아,생화,장미류,,,15800,,1,미지정,릴리맥NC이스트폴점,
209,MF100904,장미 니코로빈,생화,장미류,,,12500,,1,미지정,릴리맥NC이스트폴점,
210,MF100914,장미 다이에나,생화,장미류,,,14400,기타,1,월드플로라,릴리맥NC이스트폴점,
211,MF100924,장미 달리,생화,장미류,,,22800,,1,미지정,릴리맥NC이스트폴점,
212,MF100934,장미 더블데이트,생화,장미류,,,9000,,1,미지정,릴리맥NC이스트폴점,
213,MF100944,장미 데자뷰,생화,장미류,,,15264,,4,월드플로라,릴리맥NC이스트폴점,
214,MF100954,장미 도라,생화,장미류,,,12800,,1,미지정,릴리맥NC이스트폴점,
215,MF100964,장미 드래프트 원 SP,생화,장미류,,,16000,,1,미지정,릴리맥NC이스트폴점,
216,MF100974,장미 드림바비 sp,생화,장미류,,,24000,,1,미지정,릴리맥NC이스트폴점,
217,MF100984,장미 디온sp,생화,장미류,,,7000,,1,미지정,릴리맥NC이스트폴점,
218,MF100994,장미 딥실버,생화,장미류,,,15800,실버,1,미지정,릴리맥NC이스트폴점,
219,MF101004,장미 라가자,생화,장미류,,,15800,,1,미지정,릴리맥NC이스트폴점,
220,MF101014,장미 라미솔,생화,장미류,,,20160,,1,미지정,릴리맥NC이스트폴점,
221,MF101024,장미 라타나,생화,장미류,,,15000,,1,미지정,릴리맥NC이스트폴점,
222,MF101034,장미 런던아이,생화,장미류,,,12000,,1,미지정,릴리맥NC이스트폴점,
223,MF101044,장미 로미오,생화,장미류,,,14000,,1,미지정,릴리맥NC이스트폴점,
224,MF101054,장미 루비레드,생화,장미류,,,8000,레드,1,미지정,릴리맥NC이스트폴점,
225,MF101064,장미 리바이벌,생화,장미류,,,12000,,1,미지정,릴리맥NC이스트폴점,
226,MF101074,장미 마더오브펄 (콜롬비아),생화,장미류,,,15800,기타,1,월드플로라,릴리맥NC이스트폴점,
227,MF101084,장미 마루시아,생화,장미류,,,10000,,1,일산플라워,릴리맥NC이스트폴점,
228,MF101094,장미 마리포사,생화,장미류,,,12000,기타,7,꽃동산,릴리맥NC이스트폴점,
229,MF101104,장미 마릴린먼로,생화,장미류,,,11500,기타,1,월드플로라,릴리맥NC이스트폴점,
230,MF101114,장미 수입 만달라,생화,장미류,,,15000,,17,꽃동산-양재,릴리맥NC이스트폴점,
